resp_id,task_id,alt_id,canon,sony,nikon,panasonic,pixels,zoom,video,swivel,wifi,price,chosen
1,13,1,0,0,0,1,0,1,1,1,1,0.79,1
1,13,2,1,0,0,0,1,1,1,0,1,2.79,0
1,13,3,0,0,1,0,0,1,1,1,1,1.79,0
1,13,4,0,1,0,0,0,0,1,0,0,2.29,0
1,13,5,0,0,0,0,0,0,0,0,0,0,0
1,14,1,0,0,1,0,0,0,1,0,0,1.29,0
1,14,2,0,1,0,0,0,1,0,0,0,0.79,1
1,14,3,0,0,0,1,1,1,0,1,0,2.29,0
1,14,4,1,0,0,0,0,0,1,0,0,2.79,0
1,14,5,0,0,0,0,0,0,0,0,0,0,0
1,15,1,1,0,0,0,1,0,0,0,1,1.29,0
1,15,2,0,0,0,1,1,0,1,0,1,2.29,0
1,15,3,0,0,1,0,1,0,1,1,0,0.79,1
1,15,4,0,1,0,0,0,0,1,0,0,2.79,0
1,15,5,0,0,0,0,0,0,0,0,0,0,0
1,16,1,0,1,0,0,1,1,0,0,0,1.29,1
1,16,2,0,0,1,0,0,0,1,0,1,2.79,0
1,16,3,0,0,0,1,1,0,0,1,0,1.79,0
1,16,4,1,0,0,0,0,0,0,1,0,2.29,0
1,16,5,0,0,0,0,0,0,0,0,0,0,0
2,1,1,1,0,0,0,1,1,1,0,1,0.79,0
2,1,2,0,0,0,1,1,0,0,1,1,1.79,0
2,1,3,0,1,0,0,1,1,0,0,0,2.29,1
2,1,4,0,0,1,0,1,0,1,1,1,1.29,0
2,1,5,0,0,0,0,0,0,0,0,0,0,0
2,2,1,0,0,1,0,0,1,0,1,1,2.79,0
2,2,2,0,0,1,0,1,0,1,0,0,2.29,0
2,2,3,0,1,0,0,0,1,0,1,0,1.79,0
2,2,4,0,0,0,1,0,1,1,0,0,1.29,0
2,2,5,0,0,0,0,0,0,0,0,0,0,1
2,3,1,0,0,1,0,1,0,1,0,1,1.79,0
2,3,2,0,0,1,0,0,1,0,1,0,2.29,0
2,3,3,0,0,0,1,0,0,1,1,0,2.79,0
2,3,4,1,0,0,0,1,0,0,0,0,1.29,0
2,3,5,0,0,0,0,0,0,0,0,0,0,1
2,4,1,0,0,1,0,0,0,0,0,1,0.79,0
2,4,2,1,0,0,0,0,0,1,1,1,2.29,0
2,4,3,0,1,0,0,1,1,1,0,1,1.29,1
2,4,4,0,1,0,0,1,0,1,0,1,2.79,0
2,4,5,0,0,0,0,0,0,0,0,0,0,0
2,5,1,0,0,1,0,1,1,1,1,1,0.79,1
2,5,2,1,0,0,0,0,0,0,1,0,1.79,0
2,5,3,0,0,0,1,0,1,0,1,0,1.29,0
2,5,4,0,1,0,0,0,1,0,1,1,2.29,0
2,5,5,0,0,0,0,0,0,0,0,0,0,0
2,6,1,0,1,0,0,1,1,0,1,0,2.79,0
2,6,2,0,0,0,1,1,1,1,1,1,0.79,1
2,6,3,0,0,0,1,1,0,0,0,1,1.79,0
2,6,4,1,0,0,0,0,1,0,0,0,1.79,0
2,6,5,0,0,0,0,0,0,0,0,0,0,0
2,7,1,0,0,1,0,1,0,0,0,0,0.79,0
2,7,2,1,0,0,0,0,1,1,1,0,1.79,0
2,7,3,0,0,0,1,1,0,0,0,0,2.29,0
2,7,4,0,1,0,0,0,0,1,1,0,2.79,0
2,7,5,0,0,0,0,0,0,0,0,0,0,1
2,8,1,0,0,0,1,0,1,0,1,0,2.79,0
2,8,2,0,0,1,0,1,0,1,0,1,0.79,0
2,8,3,1,0,0,0,1,0,0,0,1,1.79,0
2,8,4,0,1,0,0,1,0,1,1,1,1.29,1
2,8,5,0,0,0,0,0,0,0,0,0,0,0
2,9,1,0,0,1,0,0,0,1,0,0,1.29,0
2,9,2,0,0,0,1,0,0,1,1,0,2.79,0
2,9,3,0,0,0,1,1,1,0,0,0,1.79,0
2,9,4,0,1,0,0,0,0,0,0,0,2.29,0
2,9,5,0,0,0,0,0,0,0,0,0,0,1
2,10,1,1,0,0,0,1,1,1,1,1,1.29,1
2,10,2,0,0,0,1,1,0,1,1,1,0.79,0
2,10,3,0,0,0,1,0,1,1,0,0,2.79,0
2,10,4,0,1,0,0,1,1,1,0,0,1.79,0
2,10,5,0,0,0,0,0,0,0,0,0,0,0
2,11,1,0,0,0,1,1,1,1,0,0,0.79,1
2,11,2,1,0,0,0,1,1,0,0,1,2.79,0
2,11,3,0,1,0,0,0,1,0,0,1,1.29,0
2,11,4,0,0,1,0,1,0,1,0,1,2.29,0
2,11,5,0,0,0,0,0,0,0,0,0,0,0
2,12,1,0,0,1,0,0,1,1,0,1,2.79,0
2,12,2,1,0,0,0,1,0,0,1,0,1.29,1
2,12,3,0,1,0,0,0,0,1,0,0,0.79,0
2,12,4,0,0,0,1,0,1,0,0,1,2.29,0
2,12,5,0,0,0,0,0,0,0,0,0,0,0
2,13,1,0,0,1,0,0,0,0,1,1,2.79,0
2,13,2,0,0,1,0,0,1,1,1,0,1.29,0
2,13,3,1,0,0,0,1,1,0,1,0,0.79,1
2,13,4,0,1,0,0,0,0,0,1,1,2.29,0
2,13,5,0,0,0,0,0,0,0,0,0,0,0
2,14,1,1,0,0,0,1,1,1,0,1,1.79,0
2,14,2,0,0,0,1,0,0,1,0,0,2.79,0
2,14,3,0,0,1,0,1,0,0,1,0,1.29,1
2,14,4,1,0,0,0,0,0,0,1,0,2.29,0
2,14,5,0,0,0,0,0,0,0,0,0,0,0
2,15,1,0,1,0,0,1,1,0,1,1,2.29,1
2,15,2,0,1,0,0,0,0,0,0,0,1.29,0
2,15,3,0,0,1,0,0,1,1,1,1,0.79,0
2,15,4,1,0,0,0,0,1,0,1,1,2.79,0
2,15,5,0,0,0,0,0,0,0,0,0,0,0
2,16,1,1,0,0,0,1,1,0,1,1,0.79,0
2,16,2,0,1,0,0,1,1,1,0,0,2.29,1
2,16,3,0,0,1,0,0,1,1,1,1,1.79,0
2,16,4,0,0,0,1,0,0,1,1,1,2.79,0
2,16,5,0,0,0,0,0,0,0,0,0,0,0
3,1,1,1,0,0,0,1,0,1,1,0,2.79,0
3,1,2,0,0,0,1,1,1,0,1,1,1.29,0
3,1,3,0,1,0,0,0,0,0,1,0,1.79,0
3,1,4,0,1,0,0,1,1,1,1,1,0.79,1
3,1,5,0,0,0,0,0,0,0,0,0,0,0
3,2,1,1,0,0,0,0,1,0,1,0,2.79,0
3,2,2,1,0,0,0,1,1,0,0,0,1.79,0
3,2,3,0,0,0,1,1,1,0,1,0,0.79,1
3,2,4,0,0,1,0,1,1,0,1,0,2.29,0
3,2,5,0,0,0,0,0,0,0,0,0,0,0
3,3,1,0,0,0,1,0,1,0,0,0,2.79,0
3,3,2,1,0,0,0,0,0,0,0,1,1.79,0
3,3,3,0,1,0,0,0,1,1,1,1,2.29,0
3,3,4,0,0,1,0,0,1,1,1,1,0.79,1
3,3,5,0,0,0,0,0,0,0,0,0,0,0
3,4,1,0,0,0,1,0,1,1,1,0,2.79,0
3,4,2,1,0,0,0,0,1,1,0,0,1.29,1
3,4,3,0,0,1,0,0,0,0,1,1,1.79,0
3,4,4,0,1,0,0,0,0,0,1,1,0.79,0
3,4,5,0,0,0,0,0,0,0,0,0,0,0
3,5,1,0,0,0,1,1,1,0,1,1,1.29,0
3,5,2,0,0,1,0,1,1,0,1,1,2.79,0
3,5,3,0,1,0,0,1,0,1,0,1,0.79,1
3,5,4,0,0,1,0,1,0,1,0,1,2.29,0
3,5,5,0,0,0,0,0,0,0,0,0,0,0
3,6,1,0,1,0,0,1,0,0,0,0,1.29,1
3,6,2,1,0,0,0,1,0,0,0,1,1.79,0
3,6,3,0,0,1,0,1,1,1,0,1,2.29,0
3,6,4,0,0,0,1,0,1,0,1,1,2.79,0
3,6,5,0,0,0,0,0,0,0,0,0,0,0
3,7,1,0,1,0,0,1,0,1,1,0,1.29,1
3,7,2,0,1,0,0,0,0,1,0,0,1.79,0
3,7,3,0,0,1,0,1,0,0,1,1,2.29,0
3,7,4,0,0,0,1,1,1,0,0,1,2.79,0
3,7,5,0,0,0,0,0,0,0,0,0,0,0
3,8,1,0,0,1,0,0,1,1,1,1,2.79,0
3,8,2,0,1,0,0,0,1,1,1,1,2.29,0
3,8,3,1,0,0,0,1,0,0,0,0,1.79,0
3,8,4,0,0,1,0,1,0,0,0,1,1.29,1
3,8,5,0,0,0,0,0,0,0,0,0,0,0
3,9,1,0,0,0,1,0,1,1,1,0,2.29,0
3,9,2,0,1,0,0,0,0,1,0,1,2.79,0
3,9,3,0,0,1,0,1,0,0,0,0,0.79,0
3,9,4,1,0,0,0,1,0,1,1,0,1.29,1
3,9,5,0,0,0,0,0,0,0,0,0,0,0
3,10,1,0,1,0,0,1,0,1,0,1,1.79,0
3,10,2,0,0,1,0,1,1,0,0,0,1.29,1
3,10,3,0,0,0,1,1,0,0,0,0,0.79,0
3,10,4,1,0,0,0,0,1,1,0,1,2.29,0
3,10,5,0,0,0,0,0,0,0,0,0,0,0
3,11,1,0,1,0,0,0,0,1,1,1,2.79,0
3,11,2,0,0,0,1,0,0,1,0,0,2.29,0
3,11,3,0,0,1,0,1,0,0,0,1,0.79,0
3,11,4,1,0,0,0,0,0,0,0,0,1.29,1
3,11,5,0,0,0,0,0,0,0,0,0,0,0
3,12,1,1,0,0,0,1,1,1,0,0,1.79,0
3,12,2,0,0,0,1,0,1,1,1,0,0.79,1
3,12,3,0,1,0,0,1,0,1,0,1,1.29,0
3,12,4,0,0,1,0,0,1,1,0,1,2.29,0
3,12,5,0,0,0,0,0,0,0,0,0,0,0
3,13,1,1,0,0,0,0,1,1,0,0,0.79,1
3,13,2,0,0,0,1,1,0,0,0,0,2.29,0
3,13,3,0,0,1,0,0,1,0,0,1,2.79,0
3,13,4,0,1,0,0,0,0,0,1,0,1.79,0
3,13,5,0,0,0,0,0,0,0,0,0,0,0
3,14,1,0,1,0,0,0,1,0,1,1,0.79,0
3,14,2,0,0,0,1,0,1,0,0,0,1.79,0
3,14,3,1,0,0,0,1,1,1,1,1,2.29,0
3,14,4,0,0,1,0,1,1,1,0,1,1.29,1
3,14,5,0,0,0,0,0,0,0,0,0,0,0
3,15,1,0,0,0,1,1,1,1,1,0,1.79,0
3,15,2,0,0,0,1,0,0,0,0,1,2.79,0
3,15,3,0,0,1,0,0,0,1,1,0,0.79,1
3,15,4,1,0,0,0,1,0,0,0,1,2.29,0
3,15,5,0,0,0,0,0,0,0,0,0,0,0
3,16,1,0,1,0,0,0,0,0,0,0,2.79,0
3,16,2,0,0,0,1,0,1,1,1,0,0.79,0
3,16,3,0,0,1,0,0,1,1,1,0,1.79,0
3,16,4,1,0,0,0,1,0,0,1,0,1.29,1
3,16,5,0,0,0,0,0,0,0,0,0,0,0
4,1,1,1,0,0,0,1,1,1,1,1,2.79,1
4,1,2,0,1,0,0,1,1,0,1,0,1.79,0
4,1,3,1,0,0,0,0,0,1,0,0,0.79,0
4,1,4,0,0,0,1,0,0,1,0,0,2.29,0
4,1,5,0,0,0,0,0,0,0,0,0,0,0
4,2,1,0,1,0,0,1,0,0,0,0,0.79,0
4,2,2,0,0,0,1,1,0,1,0,1,1.79,0
4,2,3,0,0,1,0,0,0,1,1,1,1.29,1
4,2,4,1,0,0,0,0,1,1,0,0,2.29,0
4,2,5,0,0,0,0,0,0,0,0,0,0,0
4,3,1,0,0,0,1,0,1,0,0,1,2.79,0
4,3,2,1,0,0,0,1,1,1,1,0,1.79,0
4,3,3,0,0,1,0,1,1,0,1,1,1.29,1
4,3,4,0,0,0,1,1,0,1,1,0,0.79,0
4,3,5,0,0,0,0,0,0,0,0,0,0,0
4,4,1,0,1,0,0,1,0,1,0,1,0.79,0
4,4,2,0,1,0,0,0,1,0,0,0,1.29,0
4,4,3,0,0,1,0,1,0,0,0,0,1.79,1
4,4,4,1,0,0,0,0,1,0,0,1,2.29,0
4,4,5,0,0,0,0,0,0,0,0,0,0,0
4,5,1,1,0,0,0,0,0,1,1,1,2.79,0
4,5,2,0,1,0,0,1,0,1,1,1,1.79,1
4,5,3,0,0,0,1,0,0,0,0,0,1.29,0
4,5,4,1,0,0,0,0,0,1,1,0,0.79,0
4,5,5,0,0,0,0,0,0,0,0,0,0,0
4,6,1,1,0,0,0,1,0,1,0,0,1.29,1
4,6,2,0,0,0,1,0,1,1,0,1,0.79,0
4,6,3,0,1,0,0,1,1,0,1,1,2.29,0
4,6,4,0,1,0,0,0,0,0,0,0,2.79,0
4,6,5,0,0,0,0,0,0,0,0,0,0,0
4,7,1,0,1,0,0,0,1,1,0,0,2.79,0
4,7,2,0,0,0,1,1,0,0,1,1,2.29,0
4,7,3,0,0,1,0,0,1,0,1,1,0.79,1
4,7,4,0,0,0,1,0,1,1,0,1,1.79,0
4,7,5,0,0,0,0,0,0,0,0,0,0,0
4,8,1,0,0,0,1,0,1,0,0,0,2.29,0
4,8,2,0,1,0,0,1,0,0,0,0,0.79,0
4,8,3,1,0,0,0,0,1,1,1,1,1.29,1
4,8,4,0,0,1,0,0,1,0,1,0,2.79,0
4,8,5,0,0,0,0,0,0,0,0,0,0,0
4,9,1,0,0,0,1,0,0,0,0,1,1.29,0
4,9,2,1,0,0,0,1,0,0,1,0,1.79,0
4,9,3,0,0,1,0,0,0,0,0,0,2.79,1
4,9,4,0,0,1,0,1,1,0,1,1,2.29,0
4,9,5,0,0,0,0,0,0,0,0,0,0,0
4,10,1,0,1,0,0,0,1,1,1,1,2.79,0
4,10,2,0,0,0,1,0,0,0,1,0,2.29,0
4,10,3,0,0,1,0,1,0,1,1,1,1.29,1
4,10,4,1,0,0,0,0,1,1,1,1,1.79,0
4,10,5,0,0,0,0,0,0,0,0,0,0,0
4,11,1,0,0,0,1,0,1,0,1,1,1.29,0
4,11,2,0,1,0,0,0,1,1,0,0,0.79,0
4,11,3,0,0,1,0,1,0,1,0,1,2.79,1
4,11,4,0,0,1,0,1,1,0,1,0,2.29,0
4,11,5,0,0,0,0,0,0,0,0,0,0,0
4,12,1,1,0,0,0,1,0,1,1,1,2.79,1
4,12,2,0,1,0,0,1,1,0,0,1,2.79,0
4,12,3,0,0,0,1,1,0,0,0,0,2.29,0
4,12,4,0,0,1,0,0,1,1,0,1,1.79,0
4,12,5,0,0,0,0,0,0,0,0,0,0,0
4,13,1,1,0,0,0,1,0,0,1,0,1.29,1
4,13,2,0,0,0,1,1,1,0,1,0,0.79,0
4,13,3,0,0,1,0,1,0,0,1,0,1.79,0
4,13,4,0,1,0,0,1,1,0,0,0,2.79,0
4,13,5,0,0,0,0,0,0,0,0,0,0,0
4,14,1,0,1,0,0,0,0,1,1,1,1.79,0
4,14,2,0,0,0,1,1,1,0,0,0,0.79,0
4,14,3,0,0,1,0,1,0,0,1,0,2.29,1
4,14,4,1,0,0,0,0,1,1,1,1,1.29,0
4,14,5,0,0,0,0,0,0,0,0,0,0,0
4,15,1,0,0,0,1,0,1,1,0,1,2.29,0
4,15,2,0,0,1,0,1,1,1,0,0,0.79,1
4,15,3,0,1,0,0,1,1,1,1,1,1.29,0
4,15,4,1,0,0,0,0,0,1,0,1,2.79,0
4,15,5,0,0,0,0,0,0,0,0,0,0,0
4,16,1,0,0,1,0,1,1,1,0,1,2.29,1
4,16,2,0,1,0,0,0,1,0,1,0,0.79,0
4,16,3,0,0,0,1,0,0,1,1,0,1.79,0
4,16,4,0,0,1,0,1,0,0,1,0,1.29,0
4,16,5,0,0,0,0,0,0,0,0,0,0,0
5,1,1,0,1,0,0,1,1,0,1,0,1.79,0
5,1,2,0,0,1,0,0,1,0,1,1,1.29,0
5,1,3,0,0,0,1,0,1,0,1,1,0.79,1
5,1,4,1,0,0,0,0,1,0,1,1,2.79,0
5,1,5,0,0,0,0,0,0,0,0,0,0,0
5,2,1,0,0,0,1,0,1,0,1,1,2.29,0
5,2,2,0,0,0,1,0,1,1,0,0,0.79,0
5,2,3,0,0,1,0,0,1,0,0,0,1.29,0
5,2,4,0,1,0,0,0,1,1,1,1,2.79,1
5,2,5,0,0,0,0,0,0,0,0,0,0,0
5,3,1,0,1,0,0,0,0,1,0,1,1.79,0
5,3,2,1,0,0,0,1,1,0,0,1,1.29,1
5,3,3,0,0,0,1,1,0,1,1,0,2.29,0
5,3,4,0,0,1,0,1,1,0,1,0,2.79,0
5,3,5,0,0,0,0,0,0,0,0,0,0,0
5,4,1,0,0,0,1,0,0,1,0,1,0.79,0
5,4,2,0,1,0,0,0,0,0,0,0,1.79,0
5,4,3,0,1,0,0,1,0,0,0,1,1.29,1
5,4,4,1,0,0,0,0,0,1,0,0,2.29,0
5,4,5,0,0,0,0,0,0,0,0,0,0,0
5,5,1,1,0,0,0,1,0,1,0,1,1.79,0
5,5,2,0,1,0,0,1,1,1,0,1,0.79,1
5,5,3,0,0,0,1,1,1,1,1,0,2.79,0
5,5,4,0,0,1,0,0,0,1,1,0,2.29,0
5,5,5,0,0,0,0,0,0,0,0,0,0,0
5,6,1,0,0,0,1,0,0,1,0,1,2.29,0
5,6,2,1,0,0,0,1,1,0,0,0,0.79,1
5,6,3,0,1,0,0,0,1,0,0,0,1.29,0
5,6,4,0,0,1,0,0,0,0,0,0,2.79,0
5,6,5,0,0,0,0,0,0,0,0,0,0,0
5,7,1,0,0,0,1,1,1,1,1,1,1.79,1
5,7,2,0,0,1,0,1,0,1,0,1,1.29,0
5,7,3,0,1,0,0,0,0,0,0,1,2.29,0
5,7,4,0,0,0,1,0,0,0,1,1,2.79,0
5,7,5,0,0,0,0,0,0,0,0,0,0,0
5,8,1,1,0,0,0,1,1,1,0,1,0.79,0
5,8,2,0,0,1,0,1,1,1,0,0,2.79,0
5,8,3,0,0,1,0,0,1,1,1,1,1.29,1
5,8,4,0,1,0,0,0,1,1,1,0,2.29,0
5,8,5,0,0,0,0,0,0,0,0,0,0,0
5,9,1,0,1,0,0,1,1,0,0,0,2.79,0
5,9,2,0,0,1,0,1,1,0,0,1,1.79,1
5,9,3,0,0,0,1,0,0,0,0,1,1.29,0
5,9,4,1,0,0,0,0,0,1,1,0,0.79,0
5,9,5,0,0,0,0,0,0,0,0,0,0,0
5,10,1,0,0,0,1,1,1,1,0,0,1.29,0
5,10,2,0,0,1,0,1,1,1,0,0,2.29,0
5,10,3,1,0,0,0,1,0,0,0,1,2.79,0
5,10,4,0,0,1,0,1,0,0,0,1,1.79,1
5,10,5,0,0,0,0,0,0,0,0,0,0,0
5,11,1,1,0,0,0,1,0,0,0,0,0.79,1
5,11,2,0,1,0,0,0,0,0,1,1,2.29,0
5,11,3,0,0,0,1,1,0,0,1,0,1.29,0
5,11,4,0,1,0,0,0,0,1,1,0,1.79,0
5,11,5,0,0,0,0,0,0,0,0,0,0,0
5,12,1,0,0,1,0,1,1,1,0,1,2.29,0
5,12,2,1,0,0,0,1,0,1,1,0,1.79,0
5,12,3,0,0,0,1,1,1,1,1,1,2.79,1
5,12,4,0,0,1,0,1,0,1,1,1,0.79,0
5,12,5,0,0,0,0,0,0,0,0,0,0,0
5,13,1,0,0,1,0,0,0,1,0,0,2.29,0
5,13,2,0,0,0,1,0,0,1,1,1,1.79,0
5,13,3,1,0,0,0,1,1,1,1,0,2.79,1
5,13,4,1,0,0,0,0,1,0,0,0,0.79,0
5,13,5,0,0,0,0,0,0,0,0,0,0,0
5,14,1,0,1,0,0,0,0,0,1,0,2.79,0
5,14,2,0,0,1,0,0,1,0,1,1,1.29,1
5,14,3,0,0,0,1,1,0,1,1,0,1.79,0
5,14,4,1,0,0,0,1,0,1,1,0,0.79,0
5,14,5,0,0,0,0,0,0,0,0,0,0,0
5,15,1,0,1,0,0,1,1,0,0,1,1.29,1
5,15,2,0,0,0,1,1,0,1,0,0,1.79,0
5,15,3,1,0,0,0,1,0,0,1,1,2.79,0
5,15,4,0,0,1,0,0,1,0,0,0,2.29,0
5,15,5,0,0,0,0,0,0,0,0,0,0,0
5,16,1,0,0,0,1,0,0,0,1,1,2.29,0
5,16,2,1,0,0,0,1,1,1,1,0,0.79,0
5,16,3,0,1,0,0,0,0,1,1,0,2.79,0
5,16,4,0,1,0,0,0,1,0,1,1,1.79,1
5,16,5,0,0,0,0,0,0,0,0,0,0,0
6,1,1,0,0,1,0,0,1,0,0,1,2.79,0
6,1,2,0,1,0,0,1,1,1,1,0,1.79,0
6,1,3,1,0,0,0,0,1,1,0,1,0.79,1
6,1,4,0,0,0,1,0,1,0,1,0,2.29,0
6,1,5,0,0,0,0,0,0,0,0,0,0,0
6,2,1,1,0,0,0,0,0,1,1,1,1.29,1
6,2,2,0,0,1,0,1,1,1,1,0,2.79,0
6,2,3,0,0,0,1,1,0,0,1,0,1.79,0
6,2,4,0,1,0,0,1,1,0,0,0,2.29,0
6,2,5,0,0,0,0,0,0,0,0,0,0,0
6,3,1,0,0,0,1,0,1,0,0,1,0.79,1
6,3,2,1,0,0,0,1,1,0,0,0,2.79,0
6,3,3,0,1,0,0,1,1,1,1,0,1.29,0
6,3,4,0,0,1,0,1,1,1,1,1,1.79,0
6,3,5,0,0,0,0,0,0,0,0,0,0,0
6,4,1,0,0,1,0,0,0,0,0,0,2.79,0
6,4,2,0,1,0,0,0,0,0,0,0,2.29,0
6,4,3,1,0,0,0,0,0,0,1,0,0.79,1
6,4,4,0,0,0,1,0,1,0,0,0,1.79,0
6,4,5,0,0,0,0,0,0,0,0,0,0,0
6,5,1,1,0,0,0,0,0,1,0,0,0.79,1
6,5,2,0,0,0,1,1,0,0,1,0,1.29,0
6,5,3,0,1,0,0,0,1,1,0,1,2.29,0
6,5,4,0,0,1,0,1,1,1,1,0,1.79,0
6,5,5,0,0,0,0,0,0,0,0,0,0,0
6,6,1,0,1,0,0,0,1,0,0,0,1.79,0
6,6,2,0,1,0,0,0,0,1,1,0,2.29,0
6,6,3,1,0,0,0,0,0,0,1,0,2.79,0
6,6,4,0,0,0,1,1,1,1,0,0,1.29,1
6,6,5,0,0,0,0,0,0,0,0,0,0,0
6,7,1,0,1,0,0,0,1,1,1,1,2.79,0
6,7,2,1,0,0,0,1,0,0,1,0,2.29,0
6,7,3,0,0,1,0,1,1,0,1,1,0.79,1
6,7,4,0,0,0,1,1,0,1,1,0,1.29,0
6,7,5,0,0,0,0,0,0,0,0,0,0,0
6,8,1,0,1,0,0,1,0,1,1,1,2.79,0
6,8,2,0,0,0,1,0,1,1,0,1,1.79,0
6,8,3,1,0,0,0,0,1,0,0,0,2.29,0
6,8,4,1,0,0,0,0,0,1,1,1,0.79,1
6,8,5,0,0,0,0,0,0,0,0,0,0,0
6,9,1,0,0,0,1,1,1,0,1,1,2.29,0
6,9,2,1,0,0,0,1,1,1,0,0,2.79,0
6,9,3,0,0,1,0,0,1,1,0,1,1.29,1
6,9,4,0,1,0,0,1,1,0,1,1,1.79,0
6,9,5,0,0,0,0,0,0,0,0,0,0,0
6,10,1,0,0,1,0,0,0,0,1,1,1.29,0
6,10,2,1,0,0,0,0,0,1,0,0,2.79,0
6,10,3,0,1,0,0,0,0,1,1,1,0.79,1
6,10,4,0,0,1,0,0,1,1,0,1,1.79,0
6,10,5,0,0,0,0,0,0,0,0,0,0,0
6,11,1,0,0,0,1,1,0,0,0,0,1.29,1
6,11,2,0,0,0,1,0,1,0,0,1,2.29,0
6,11,3,0,0,1,0,1,0,0,0,1,1.79,0
6,11,4,1,0,0,0,0,1,0,1,0,2.79,0
6,11,5,0,0,0,0,0,0,0,0,0,0,0
6,12,1,0,0,0,1,1,0,0,0,0,1.79,0
6,12,2,0,1,0,0,1,0,0,0,1,0.79,1
6,12,3,1,0,0,0,1,1,0,1,1,1.29,0
6,12,4,0,0,1,0,1,0,0,1,1,2.29,0
6,12,5,0,0,0,0,0,0,0,0,0,0,0
6,13,1,0,1,0,0,1,0,1,0,1,1.79,0
6,13,2,0,0,0,1,0,0,0,0,1,1.29,0
6,13,3,1,0,0,0,1,0,1,0,1,2.79,0
6,13,4,0,0,1,0,0,0,0,1,0,0.79,1
6,13,5,0,0,0,0,0,0,0,0,0,0,0
6,14,1,0,0,1,0,1,1,0,1,0,2.29,0
6,14,2,0,1,0,0,1,0,1,0,1,1.29,0
6,14,3,0,0,0,1,1,0,0,1,0,0.79,1
6,14,4,0,0,1,0,1,0,1,0,1,1.79,0
